"","DBN","school_name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","AP Test Takers","Total Exams Taken","Number of Exams with scores 3 4 or 5","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","Total Cohort","grads_percent","dropout_percent","boro","lat","long","bn","schoolname","responder","score","response_type","question"
"543","02M570","SATELLITE ACADEMY HIGH SCHOOL",33,350,337,345,1032,2.5,NA,NA,NA,NA,NA,72.8,248,6.5,14.1,2,1.6,35.1,59.7,2.8,38.7,61.3,379,12.7,10.8,NA,NA,NA,"M570","Satellite Academy High School","com_p_11",21,"parent","communication"
"544","02M575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",121,345,517,343,1205,58,100,61,1.72413793103448,61,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,45.4,16.9,NA,NA,NA,"M575","Manhattan Comprehensive Night and Day High School","com_p_11",21,"parent","communication"
"545","02M580","RICHARD R. GREEN HIGH SCHOOL OF TEACHING",84,408,384,403,1195,67,117,40,1.74626865671642,34.1880341880342,26,67,610,6.4,21.8,16,2.3,35.1,59.3,2.3,32.6,67.4,134,64.9,11.2,"Manhattan",40.7052349390004,-74.0133150399997,"M580","Richard R. Green High School of Teaching","com_p_11",19,"parent","communication"
"546","02M586","HARVEY MILK HIGH SCHOOL",9,458,416,429,1303,2.5,NA,NA,NA,NA,14,75.7,68,1.5,22.1,0,5.9,38.2,39.7,16.2,47.1,52.9,30,40,23.3,NA,NA,NA,"M586","Harvey Milk High School","com_p_11",16,"parent","communication"
"547","02M600","THE HIGH SCHOOL OF FASHION INDUSTRIES",335,423,423,411,1257,70,87,26,1.24285714285714,29.8850574712644,31,68.3,1599,2.8,11.5,42,3.8,39.1,52.3,4.1,7.3,92.7,416,87.7,2.4,"Manhattan",40.7451115710004,-73.9959064199996,"M600","The High School of Fashion Industries","com_p_11",11,"parent","communication"
"548","02M605","HUMANITIES PREPARATORY ACADEMY",36,426,403,426,1255,2.5,NA,NA,NA,NA,24,54,192,1,6.8,0,7.3,21.9,57.8,11.5,42.7,57.3,48,81.3,2.1,"Manhattan",40.7428881010004,-74.0021273809996,"M605","Humanities Preparatory Academy","com_p_11",10,"parent","communication"
"549","02M615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",83,399,418,390,1207,52,97,13,1.86538461538462,13.4020618556701,25,69.8,466,6.2,15.7,10,7.1,29.6,60.5,1.5,65,35,173,48,24.9,"Manhattan",40.7243528740004,-74.0047592919997,"M615","Chelsea Career and Technical Education High School","com_p_11",19,"parent","communication"
"550","02M620","NORMAN THOMAS HIGH SCHOOL",154,370,379,359,1108,34,34,14,1,41.1764705882353,24,81.1,1127,19.3,15.5,66,1.6,25.6,70.6,2,52,48,464,47.8,22.6,NA,NA,NA,"M620","Norman Thomas High School","com_p_11",11,"parent","communication"
"551","02M625","HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",191,395,382,376,1153,79,85,9,1.07594936708861,10.5882352941176,27,72.7,1433,9.1,17.2,78,3.1,30.3,63.8,2.6,46.5,53.5,407,49.6,25.1,NA,NA,NA,"M625","High School of Graphic Communication Arts","com_p_11",11,"parent","communication"
"552","02M630","ART AND DESIGN HIGH SCHOOL",270,444,441,430,1315,84,100,33,1.19047619047619,33,29,53.3,1344,1.6,11.1,32,9,26.8,51,12.6,46.7,53.3,320,67.5,6.9,"Manhattan",40.7654015410004,-73.9817682459997,"M630","Art and Design High School","com_p_11",12,"parent","communication"
"553","02M655","LIFE SCIENCES SECONDARY SCHOOL",61,409,424,403,1236,50,90,10,1.8,11.1111111111111,24,70.3,717,7.9,19.7,43,3.3,28.6,64.3,2.4,51.6,48.4,118,79.7,5.9,"Manhattan",40.7836442600004,-73.9457417769996,"M655","Life Sciences Secondary School","com_p_11",16,"parent","communication"
"554","03M283","MANHATTAN THEATRE LAB HIGH SCHOOL",27,406,379,408,1193,2.5,NA,NA,NA,NA,27,59.6,409,8.6,10.5,26,1.7,46,49.4,2.2,31.8,68.2,74,55.4,8.1,NA,NA,NA,"M283","Manhattan Theatre Lab High School","com_p_11",11,"parent","communication"
"555","03M299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,2.5,NA,NA,NA,NA,24,66.4,418,14.4,19.6,13,1,37.3,58.9,1.4,55.7,44.3,89,61.8,7.9,"Manhattan",40.7742964110004,-73.9848227009996,"M299","High School for Arts, Imagination and Inquiry","com_p_11",13,"parent","communication"
"556","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,2.5,NA,NA,NA,NA,20,68.8,366,12.8,15.3,10,2.2,37.4,56,3,57.9,42.1,100,60,19,"Manhattan",40.7742964110004,-73.9848227009996,"M307","Urban Assembly School for Media Studies, The","com_p_11",22,"parent","communication"
"557","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,10,73.2,283,25.1,21.6,9,1.8,19.8,76,1.8,56.9,43.1,NA,NA,NA,"Manhattan",40.7857431570004,-73.9744152279997,"M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS","com_p_11",22,"parent","communication"
"558","03M403","THE GLOBAL LEARNING COLLABORATIVE",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,68.4,358,19.3,19.3,7,3.6,27.7,62.6,5.9,51.4,48.6,NA,NA,NA,"Manhattan",40.7857431570004,-73.9744152279997,"M403","THE GLOBAL LEARNING COLLABORATIVE","com_p_11",22,"parent","communication"
"559","03M404","INNOVATION DIPLOMA PLUS",12,416,403,381,1200,2.5,NA,NA,NA,NA,17,50.4,199,3.5,10.1,0,48.7,33.2,16.6,1.5,47.7,52.3,39,28.2,5.1,NA,NA,NA,"M404","INNOVATION DIPLOMA PLUS","com_p_11",27,"parent","communication"
"560","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",32,371,368,370,1109,65,73,NA,1.12307692307692,NA,24,76.6,516,7.4,18.8,60,0.4,59.9,38.8,0.8,38.4,61.6,127,55.9,1.6,"Manhattan",40.8021745810005,-73.9540088279996,"M415","Wadleigh Secondary School for the Performing & Vis","com_p_11",12,"parent","communication"
"561","03M417","FRANK MCCOURT HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,24,219,0.9,17.4,0,6.8,18.3,37,37,46.6,53.4,NA,NA,NA,"Manhattan",40.7857431570004,-73.9744152279997,"M417","FRANK McCOURT HIGH SCHOOL","com_p_11",19,"parent","communication"
"562","03M470","LOUIS D. BRANDEIS HIGH SCHOOL",131,370,390,358,1118,48,70,6,1.45833333333333,8.57142857142857,22,68.6,291,27.8,10.7,8,2.1,29.6,67.4,1,50.5,49.5,521,35.5,23,NA,NA,NA,"M470","Louis D. Brandeis High School","com_p_11",7,"parent","communication"
"563","03M479","BEACON HIGH SCHOOL",261,577,575,592,1744,166,197,140,1.18674698795181,71.0659898477157,31,18.4,1162,0.2,3.7,0,8.9,14.6,22.8,49.8,39,61,269,96.3,0,"Manhattan",40.7721581190005,-73.9877965349996,"M479","Beacon High School","com_p_11",22,"parent","communication"
"564","03M485","FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS",531,566,564,577,1707,691,1236,790,1.78871201157742,63.915857605178,31,21.7,2605,0.2,1,0,19.6,12.9,16.6,49.2,26.4,73.6,646,97.1,0.9,"Manhattan",40.7736705070005,-73.9852685579996,"M485","Fiorello H. LaGuardia High School of Music & Art a","com_p_11",15,"parent","communication"
"565","03M492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,2.5,NA,NA,NA,NA,23,79.9,541,10.5,15.5,38,1.3,46.2,48.1,1.8,40.1,59.9,107,75.7,9.3,"Manhattan",40.7742964110004,-73.9848227009996,"M492","High School for Law, Advocacy and Community Justic","com_p_11",19,"parent","communication"
"566","03M494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",75,433,433,411,1277,38,38,6,1,15.7894736842105,28,79.8,603,10.4,17.2,26,5,34.8,57.2,2.3,67.7,32.3,137,62.8,6.6,"Manhattan",40.7742964110004,-73.9848227009996,"M494","High School of Arts and Technology","com_p_11",18,"parent","communication"
"567","03M505","EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL",35,401,369,351,1121,2.5,NA,NA,NA,NA,21,70.5,564,7.8,23,20,0.5,34.6,64.4,0.5,44.3,55.7,200,27.5,6.5,NA,NA,NA,"M505","Edward A. Reynolds West Side High School","com_p_11",20,"parent","communication"
"568","03M541","MANHATTAN / HUNTER SCIENCE HIGH SCHOOL",111,473,506,467,1446,2.5,NA,NA,NA,NA,22,55.2,453,1.3,3.8,0,25.6,21.4,41.5,10.2,41.1,58.9,90,93.3,1.1,"Manhattan",40.7742964110004,-73.9848227009996,"M541","Manhattan / Hunter Science High School","com_p_11",20,"parent","communication"
"569","03M577","YOUNG ADULT BOROUGH CENTER AT LOUIS D. BRANDEIS HS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M577","Brandeis Yabc","com_p_11",1,"parent","communication"
"570","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",43,356,379,361,1096,11,11,NA,1,NA,22,64.2,413,5.8,20.8,24,0.7,77.7,18.9,1.5,54.2,45.8,54,74.1,13,"Manhattan",40.8021745810005,-73.9540088279996,"M860","Frederick Douglass Academy II Secondary School","com_p_11",17,"parent","communication"
"571","04M409","COALITION SCHOOL FOR SOCIAL CHANGE",48,354,357,373,1084,18,18,NA,1,NA,21,71.8,349,9.7,24.4,17,0.9,39.3,58.7,0.9,44.4,55.6,76,65.8,13.2,"Manhattan",40.798865182,-73.9333655969996,"M409","Coalition School for Social Change","com_p_11",20,"parent","communication"
"572","04M435","MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS",375,461,514,455,1430,328,426,261,1.29878048780488,61.2676056338028,31,71.6,1650,2.7,5.8,29,20.1,19.7,57.4,2.2,46.4,53.6,381,87.7,1.3,"Manhattan",40.7937417060004,-73.9340841419997,"M435","Manhattan Center for Science and Mathematics","com_p_11",13,"parent","communication"
"573","04M495","PARK EAST HIGH SCHOOL",51,373,379,376,1128,2.5,NA,NA,NA,NA,19,76.8,349,4.3,10.6,3,4.9,33.2,59.6,0.3,42.1,57.9,92,57.6,10.9,"Manhattan",40.7905626,-73.9444544079997,"M495","Park East High School","com_p_11",20,"parent","communication"
"574","04M555","CENTRAL PARK EAST HIGH SCHOOL",73,405,421,395,1221,2.5,NA,NA,NA,NA,25,70.4,445,4,13.5,5,6.5,26.7,64.5,1.6,32.1,67.9,63,66.7,11.1,"Manhattan",40.7936788820004,-73.9494164949996,"M555","Central Park East High School","com_p_11",23,"parent","communication"
"575","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",70,432,446,448,1326,41,55,29,1.34146341463415,52.7272727272727,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,"Manhattan",40.7927069560004,-73.9472996619996,"M610","Young Women's Leadership School","com_p_11",24,"parent","communication"
"576","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",70,432,446,448,1326,2.5,NA,NA,NA,NA,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,"Manhattan",40.7927069560004,-73.9472996619996,"M610","Young Women's Leadership School","com_p_11",24,"parent","communication"
"577","04M635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",48,369,369,357,1095,2.5,NA,NA,NA,NA,26,62.7,192,13.5,18.8,14,4.2,27.6,65.6,2.1,62,38,75,41.3,20,NA,NA,NA,"M635","Academy of Environmental Science Secondary High Sc","com_p_11",16,"parent","communication"
"578","04M680","HERITAGE SCHOOL, THE",31,358,351,345,1054,2.5,NA,NA,NA,NA,21,71.8,294,6.8,24.8,12,0.3,28.9,69.4,1,48.6,51.4,75,56,9.3,"Manhattan",40.7918796180004,-73.9465863999997,"M680","Heritage School, The","com_p_11",13,"parent","communication"
"579","05M285","HARLEM RENAISSANCE HIGH SCHOOL",29,357,318,333,1008,2.5,NA,NA,NA,NA,17,67.6,222,9.5,10.8,1,0.5,62.2,36.9,0.5,39.2,60.8,81,12.3,22.2,NA,NA,NA,"M285","Harlem Renaissance High School","com_p_11",24,"parent","communication"
"580","05M304","MOTT HALL HIGH SCHOOL",54,413,399,398,1210,11,11,NA,1,NA,26,78.5,426,8.7,15.5,12,0.9,35,63.8,0.2,53.5,46.5,96,69.8,7.3,"Manhattan",40.8173610460005,-73.9477084209997,"M304","Mott Hall High School","com_p_11",16,"parent","communication"
"581","05M362","COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,46.3,474,0.6,0.4,0,11.6,20,48.5,18.4,49.6,50.4,NA,NA,NA,"Manhattan",40.8109178530004,-73.9569273869997,"M362","Columbia Secondary School","com_p_11",20,"parent","communication"
"582","05M367","ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL",33,354,366,342,1062,17,17,NA,1,NA,23,67,425,9.9,21.6,2,0.5,61.4,38.1,0,48.7,51.3,NA,NA,NA,"Manhattan",40.8152303650004,-73.9552012059996,"M367","Academy for Social Action: A College Board School","com_p_11",17,"parent","communication"
"583","05M369","URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS",56,360,353,364,1077,2.5,NA,NA,NA,NA,24,77.7,374,6.1,16.6,12,0.5,59.1,38.2,0.8,25.4,74.6,62,69.4,16.1,"Manhattan",40.8152303650004,-73.9552012059996,"M369","Urban Assembly School for the Performing Arts","com_p_11",9,"parent","communication"
"584","05M469","CHOIR ACADEMY OF HARLEM",20,354,360,385,1099,6,6,NA,1,NA,23,81.9,347,2,13.3,25,0.3,76.1,22.5,0.6,39.8,60.2,39,56.4,10.3,NA,NA,NA,"M469","Choir Academy of Harlem","com_p_11",24,"parent","communication"
"585","05M499","FREDERICK DOUGLASS ACADEMY",214,458,474,442,1374,163,226,159,1.38650306748466,70.353982300885,27,57.6,1556,2.4,8.9,45,1.2,74.4,22.8,1.3,52.2,47.8,259,82.6,3.5,"Manhattan",40.8243083850004,-73.9369796129997,"M499","Frederick Douglass Academy","com_p_11",16,"parent","communication"
"586","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",66,396,402,404,1202,37,38,NA,1.02702702702703,NA,23,65.1,580,1.4,10,0,0.2,78.1,20.9,0.2,44.1,55.9,95,68.4,10.5,"Manhattan",40.8153648290004,-73.9438967099996,"M670","Thurgood Marshall Academy for Learning and Social","com_p_11",19,"parent","communication"
"587","05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",61,369,361,355,1085,2.5,NA,NA,NA,NA,23,71.8,524,17.6,21,60,0.4,53.2,45.4,0.6,48.9,51.1,121,37.2,18.2,NA,NA,NA,"M685","Bread & Roses Integrated Arts High School","com_p_11",14,"parent","communication"
"588","05M692","HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,1847,114,124,71,1.08771929824561,57.258064516129,22,18.5,406,0,0,NA,36.2,15,21.2,26.1,65.8,34.2,106,95.3,0,"Manhattan",40.8211231120005,-73.9488452439996,"M692","High School for Mathematics, Science and Engineeri","com_p_11",18,"parent","communication"
"589","06M293","CITY COLLEGE ACADEMY OF THE ARTS",60,408,446,416,1270,2.5,NA,NA,NA,NA,24,71.6,586,6.1,13.1,0,0.7,6,92,1.2,39.6,60.4,NA,NA,NA,"Manhattan",40.8611133190004,-73.9304521489997,"M293","City College Academy of the Arts","com_p_11",27,"parent","communication"
"590","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",55,362,376,367,1105,2.5,NA,NA,NA,NA,27,78.8,520,30,17.3,16,0.2,5.2,93.8,0.8,52.3,47.7,NA,NA,NA,"Manhattan",40.8335552190004,-73.9418042119996,"M346","Community Health Academy of the Heights","com_p_11",18,"parent","communication"
"591","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",70,380,395,399,1174,2.5,NA,NA,NA,NA,28,87.5,602,19.6,18.1,0,0,2.3,96.7,0.3,55.8,44.2,NA,NA,NA,"Manhattan",40.8488787880004,-73.9308065169997,"M348","Washington Heights Expeditionary Learning School","com_p_11",25,"parent","communication"
"592","06M423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,17,99.2,178,19.7,34.3,10,0,25.8,72.5,0,52.8,47.2,NA,NA,NA,"Manhattan",40.8660455490004,-73.9248566419997,"M423","High School for Excellence and Innovation","com_p_11",29,"parent","communication"
"593","06M457","GEORGE WASHINGTON YABC",7,394,357,346,1097,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M457","George Washington Yabc","com_p_11",38,"parent","communication"
"594","06M462","HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE",76,365,384,378,1127,108,135,43,1.25,31.8518518518519,26,89.3,630,43,13.7,46,0.5,5.2,91.4,1.4,63.8,36.2,185,74.1,9.2,"Manhattan",40.8559383070005,-73.9270296339997,"M462","High School for International Business and Finance","com_p_11",20,"parent","communication"
"595","06M463","HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",63,369,380,349,1098,37,64,NA,1.72972972972973,NA,23,83.8,572,26.9,17,8,1,10.7,87.1,0.5,63.5,36.5,161,62.7,12.4,"Manhattan",40.8559383070005,-73.9270296339997,"M463","High School for Media and Communications","com_p_11",20,"parent","communication"
"596","06M467","HIGH SCHOOL FOR LAW AND PUBLIC SERVICE",94,363,378,361,1102,141,212,82,1.50354609929078,38.6792452830189,25,72.5,694,32,16.7,31,1,13,84.4,1.3,58.6,41.4,171,71.3,9.4,"Manhattan",40.8559383070005,-73.9270296339997,"M467","High School for Law and Public Service","com_p_11",25,"parent","communication"
"597","06M468","HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES",24,400,422,402,1224,32,38,17,1.1875,44.7368421052632,28,90.7,679,31.2,13.8,14,0.7,13.7,83.8,1,52.7,47.3,158,55.7,20.9,"Manhattan",40.8559383070005,-73.9270296339997,"M468","High School for Health Careers and Sciences","com_p_11",23,"parent","communication"
"598","06M540","A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL",228,430,456,423,1309,165,222,72,1.34545454545455,32.4324324324324,30,76.3,1285,2.3,5.5,43,4,32.8,62.3,0.7,49.9,50.1,267,71.2,3,"Manhattan",40.8183212690004,-73.9506138279996,"M540","A. Philip Randolph Campus High School","com_p_11",15,"parent","communication"
"599","06M552","GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS",56,339,349,326,1014,88,138,73,1.56818181818182,52.8985507246377,25,92.8,472,89.6,0,NA,0,0,99.8,0,48.9,51.1,91,81.3,8.8,"Manhattan",40.8380323220004,-73.9383710179997,"M552","Gregorio Luperon High School for Science and Mathe","com_p_11",27,"parent","communication"
"600","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",65,364,378,348,1090,63,89,24,1.41269841269841,26.9662921348315,21,72.9,622,8.8,19.3,21,0.6,29.9,68.8,0.5,47.4,52.6,80,80,3.8,"Bronx",40.8140108160004,-73.9208365169997,"X221","South Bronx Preparatory: A College Board School","com_p_11",16,"parent","communication"
"601","07X321","CROTONA ACADEMY HIGH SCHOOL",9,379,364,382,1125,2.5,NA,NA,NA,NA,18,78.3,124,2.4,6.5,0,0.8,42.7,54,0.8,31.5,68.5,56,14.3,17.9,NA,NA,NA,"X321","Crotona Academy High School","com_p_11",32,"parent","communication"
"602","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,310,324,311,945,2.5,NA,NA,NA,NA,16,77.5,393,90.1,1.8,0,4.8,20.1,71.8,2,48.6,51.4,10,NA,NA,"Bronx",40.8100361920005,-73.9178124819996,"X334","International Community High School","com_p_11",25,"parent","communication"
"603","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,24,71.7,198,3,7.6,0,0.5,40.9,56.6,1,36.9,63.1,50,10,16,NA,NA,NA,"X379","Jill Chaifetz Transfer High School","com_p_11",24,"parent","communication"
"604","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,64.7,153,7.8,8.5,1,0.7,35.9,62.7,0.7,37.3,62.7,11,NA,NA,NA,NA,NA,"X381","Bronx Haven High School","com_p_11",24,"parent","communication"
"605","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,361,359,357,1077,2.5,NA,NA,NA,NA,23,82.7,319,13.2,19.7,11,0.6,32.3,65.5,0.9,49.2,50.8,81,64.2,19.8,"Bronx",40.8160844810004,-73.9303238389996,"X427","Community School for Social Justice","com_p_11",27,"parent","communication"
"606","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,351,375,371,1097,2.5,NA,NA,NA,NA,24,78.5,363,9.6,18.5,8,1.1,22.6,76,0,50.1,49.9,69,63.8,14.5,"Bronx",40.8181735360004,-73.9110926629996,"X473","Mott Haven Village Preparatory High School","com_p_11",24,"parent","communication"
"607","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,403,394,404,1201,2.5,NA,NA,NA,NA,27,90.1,465,3.7,5.2,0,2.6,18.1,78.1,1.3,43.2,56.8,NA,NA,NA,"Bronx",40.8181735360004,-73.9110926629996,"X495","University Heights Secondary School","com_p_11",24,"parent","communication"
"608","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,420,426,411,1257,64,107,39,1.671875,36.4485981308411,21,68.3,538,5.6,11.9,11,2,24,72.7,0.7,45.2,54.8,61,83.6,1.6,"Bronx",40.8149553420005,-73.9125195419996,"X500","Hostos-Lincoln Academy of Science","com_p_11",18,"parent","communication"
"609","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,399,396,391,1186,13,13,12,1,92.3076923076923,23,89.9,311,21.9,22.5,50,3.2,26,68.8,1,45.3,54.7,136,60.3,7.4,"Bronx",40.8111388560004,-73.9097871269997,"X520","Foreign Language Academy of Global Studies","com_p_11",16,"parent","communication"
"610","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,362,378,363,1103,30,30,NA,1,NA,24,77,502,14.1,18.5,24,1.4,41.2,56,1,54,46,102,72.5,14.7,"Bronx",40.8227764900004,-73.9235227939997,"X527","Bronx Leadership Academy II High School","com_p_11",17,"parent","communication"
"611","07X547","NEW EXPLORERS HIGH SCHOOL",28,367,356,361,1084,18,18,NA,1,NA,24,90.4,383,15.7,25.1,17,0.5,30.3,68.1,0.5,57.7,42.3,81,44.4,17.3,"Bronx",40.8227764900004,-73.9235227939997,"X547","New Explorers High School","com_p_11",27,"parent","communication"
"612","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,387,411,383,1181,2.5,NA,NA,NA,NA,26,74.3,477,5,18.7,18,0.4,26.6,70.4,0.4,84.3,15.7,82,79.3,6.1,"Bronx",40.8227764900004,-73.9235227939997,"X548","Urban Assembly School for Careers in Sports","com_p_11",24,"parent","communication"
"613","07X551","BRONX ACADEMY OF LETTERS",51,413,381,407,1201,53,92,37,1.73584905660377,40.2173913043478,23,79.1,555,9.4,24,57,0.5,34.1,64.3,0.9,44.5,55.5,76,73.7,6.6,"Bronx",40.8133593030004,-73.9255365149996,"X551","Bronx Academy of Letters","com_p_11",18,"parent","communication"
"614","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,394,400,364,1158,11,11,NA,1,NA,27,76.7,738,9.1,22,87,1.4,35.9,61.5,0.7,92.7,7.3,267,40.8,18,"Bronx",40.8182468890004,-73.9197356779997,"X600","Alfred E. Smith Career and Technical Education Hig","com_p_11",13,"parent","communication"
"615","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,398,416,370,1184,77,126,NA,1.63636363636364,NA,24,75.7,663,17,26.1,120,1.2,32.4,64.9,0.8,79.6,20.4,357,48.5,21.6,NA,NA,NA,"X655","Samuel Gompers Career and Technical Education High","com_p_11",12,"parent","communication"
"616","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,363,368,364,1095,61,117,29,1.91803278688525,24.7863247863248,26,77.8,587,10.4,19.6,44,3.1,39.2,56.9,0.5,28.6,71.4,134,69.4,18.7,"Bronx",40.8160844810004,-73.9303238389996,"X670","Health Opportunities High School","com_p_11",19,"parent","communication"
"617","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,27,85.6,500,9.2,13.4,41,1.2,22.4,74.8,1,44,56,NA,NA,NA,"Bronx",40.8206236370005,-73.8930735189996,"X269","Bronx Studio School for Writers and Artists","com_p_11",19,"parent","communication"
"618","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,407,386,378,1171,21,22,NA,1.04761904761905,NA,22,72.2,379,2.6,15.6,12,2.9,45.9,46.4,2.4,0.3,99.7,75,66.7,16,"Bronx",40.8149183400005,-73.8565655349997,"X282","Women's Academy of Excellence","com_p_11",13,"parent","communication"
"619","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,384,385,389,1158,22,29,14,1.31818181818182,48.2758620689655,26,66.4,469,4.5,21.7,9,2.6,25.4,63.8,7.7,38,62,117,65.8,13.7,"Bronx",40.8405139770004,-73.8381209599996,"X293","Renaissance High School for Musical Theater & Tech","com_p_11",20,"parent","communication"
"620","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,416,390,394,1200,2.5,NA,NA,NA,NA,22,74.6,478,11.5,24.1,51,5.6,33.1,59.4,1,60,40,121,40.5,13.2,NA,NA,NA,"X295","Gateway School for Environmental Research and Tech","com_p_11",13,"parent","communication"
"621","08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",67,337,361,340,1038,2.5,NA,NA,NA,NA,20,75.8,359,15.9,27.3,16,2.5,26.2,69.9,1.4,66,34,101,56.4,17.8,"Bronx",40.8223037650004,-73.8559613899997,"X305","Pablo Neruda Academy for Architecture and World St","com_p_11",22,"parent","communication"
"622","08X312","MILLENNIUM ART ACADEMY",67,387,402,375,1164,35,55,NA,1.57142857142857,NA,28,74.2,496,5.4,20.4,22,1.8,32.5,64.3,1,49.2,50.8,108,58.3,9.3,"Bronx",40.8223037650004,-73.8559613899997,"X312","Millennium Art Academy","com_p_11",21,"parent","communication"
"623","08X332","HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH",39,363,371,350,1084,20,28,NA,1.4,NA,20,79.6,333,12.6,18,17,0.9,39.9,56.8,0.6,49.2,50.8,89,57.3,14.6,"Bronx",40.8174394460004,-73.8980492059997,"X332","Holcombe L. Rucker School of Community Research","com_p_11",21,"parent","communication"
